f_0,f_1,h_0,h_1,R_n,R_0,E_phi_0,E_phi_1,E_psi_0,E_psi_1,N_0_0,N_0_1,N_0_2,N_0_3,N_n_0,N_n_1,N_n_2,N_n_3,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7
10,15,68,20,30,2,25,102,6,70,18,50,80,8,62,96,62,100,54,100,8,40,30,96,20,88,54,4,42,70,104,66,44,54
41,69,68,66,56,86,81,2,21,79,36,84,94,68,78,62,62,96,48,88,6,68,28,98,32,30,2,30,38,18,46,74,36,42
54,5,71,50,42,8,23,17,20,4,22,86,24,34,28,86,26,60,82,78,44,4,84,18,54,90,14,70,72,22,52,96,22,64
86,34,14,84,6,66,21,69,80,29,0,12,32,104,26,60,16,84,56,62,12,8,90,34,90,68,44,78,70,30,48,74,74,60
60,51,46,60,64,74,63,89,76,97,82,32,40,20,72,76,32,96,30,98,78,40,88,36,70,50,96,88,74,92,6,98,96,16
62,26,25,27,68,56,85,104,52,69,32,18,90,26,36,98,30,56,2,36,14,84,68,52,36,96,0,34,8,46,38,104,98,46
83,68,11,94,84,44,0,89,72,66,10,8,38,96,28,70,0,50,46,2,22,38,76,34,44,62,66,82,14,8,22,68,60,100
16,28,36,22,6,66,79,73,86,11,28,32,32,30,94,32,86,44,20,14,0,66,36,34,0,56,72,98,6,92,98,48,16,96
19,68,103,38,64,2,102,34,6,59,66,14,30,98,68,26,34,2,70,96,26,58,86,48,50,46,90,4,16,34,16,46,4,44
61,64,24,34,28,44,95,21,39,80,82,62,60,64,56,80,26,56,10,26,84,6,8,28,80,102,50,12,54,4,8,88,78,32
83,4,1,54,2,34,34,63,89,57,98,86,100,64,72,26,100,34,60,48,46,66,40,20,94,72,26,66,32,46,44,62,70,70
56,15,98,12,28,78,46,5,63,5,84,48,82,86,2,88,104,72,60,86,102,48,96,64,90,40,98,30,36,2,44,30,76,46
55,4,80,96,54,60,82,0,104,71,30,94,36,22,72,80,48,82,74,4,40,72,50,58,40,56,84,72,66,74,80,18,68,60
0,9,54,39,10,60,74,70,48,74,44,26,76,94,28,2,72,32,90,22,48,104,18,36,20,58,102,46,90,86,20,28,4,68
49,87,9,80,76,56,69,91,3,68,2,28,54,28,18,2,62,44,74,104,104,88,102,22,34,90,76,72,86,30,70,18,36,58
43,20,2,53,76,90,60,8,68,16,18,32,46,68,60,86,90,0,26,86,88,72,64,84,18,32,74,62,100,6,70,66,74,0
83,5,6,7,12,70,86,28,27,66,6,62,68,74,58,56,54,32,84,16,40,30,104,52,72,102,98,94,38,62,100,2,100,30
95,62,96,54,76,54,58,28,60,74,78,92,64,68,82,56,36,100,16,32,88,76,80,66,54,48,32,4,76,22,92,54,34,34
76,53,78,49,92,102,96,9,6,81,38,12,24,28,94,98,84,18,100,74,56,28,48,8,22,88,80,102,66,74,16,96,98,32
16,55,81,73,10,8,5,55,83,6,20,18,74,60,68,28,60,76,44,16,30,70,102,22,104,100,18,22,88,6,18,24,58,16
71,60,98,46,10,78,31,20,66,96,70,26,78,0,4,66,10,20,6,90,4,42,14,84,92,86,18,26,24,42,104,54,42,102
37,90,22,9,70,78,84,6,90,62,20,38,10,74,32,56,102,36,76,16,2,44,28,92,94,38,28,18,100,52,86,16,4,8
29,2,18,50,88,32,49,2,47,67,90,34,72,42,70,104,86,82,82,58,2,26,0,48,86,32,86,78,50,58,0,50,98,88
73,45,37,9,22,82,5,80,70,98,20,98,80,32,64,60,104,70,76,4,102,78,86,64,34,12,16,22,82,94,82,32,32,50
29,47,17,78,38,36,104,11,35,94,88,56,78,78,66,82,6,94,92,34,20,4,34,104,86,84,52,82,22,32,72,82,12,20
80,4,4,25,66,50,1,61,2,38,36,84,38,12,32,30,46,6,26,16,34,88,96,58,74,38,92,50,80,34,22,94,28,14
62,0,0,99,32,40,91,30,0,44,60,2,44,6,76,4,52,94,94,86,22,46,26,98,2,24,88,10,8,30,54,36,24,2
20,79,11,92,90,34,40,55,80,35,90,14,78,24,76,30,4,102,74,2,34,96,8,14,68,56,66,50,66,94,60,0,88,24
94,16,31,18,86,100,43,89,103,21,68,64,18,14,96,72,60,60,16,6,24,4,82,24,30,42,38,104,32,2,82,8,0,98
69,89,7,76,4,8,90,79,54,78,72,100,40,24,56,92,46,86,94,88,12,90,48,24,8,30,74,24,88,4,84,94,84,102
71,66,89,25,56,14,39,6,25,83,36,24,74,48,34,60,44,8,38,78,100,68,88,48,76,82,54,104,80,34,0,12,34,14
64,96,67,6,100,56,76,102,83,44,36,74,98,58,46,62,8,54,16,68,10,66,82,76,10,36,80,4,14,88,66,54,92,32
17,100,48,3,32,8,91,42,22,47,22,50,104,88,96,78,8,102,48,8,86,30,82,56,64,76,88,88,76,94,10,2,6,46
74,5,47,39,92,40,82,102,32,33,24,80,46,24,28,52,90,70,24,66,68,20,76,36,28,102,36,30,82,44,90,80,90,16
95,103,68,72,8,90,2,83,53,34,14,58,18,60,102,70,56,64,0,104,60,86,96,74,20,64,28,24,32,98,38,100,76,96
53,44,55,41,30,58,22,54,83,33,84,18,30,2,64,86,86,74,88,50,48,88,78,64,100,62,8,32,74,56,14,48,18,8
57,94,74,69,78,92,94,17,45,39,94,94,4,26,64,102,84,74,44,98,8,58,56,24,0,98,0,34,80,0,12,78,92,62
78,52,48,15,10,72,22,7,46,45,76,92,66,50,14,12,66,84,20,88,4,84,62,54,90,16,58,10,6,18,44,8,38,24
41,88,13,49,42,24,85,68,22,31,74,80,34,24,72,28,38,72,42,20,92,102,50,90,8,12,82,42,88,32,62,32,92,2
56,56,103,46,22,88,89,87,46,96,4,54,94,74,90,60,42,64,88,62,10,86,60,90,20,102,78,10,36,90,54,2,68,64
4,92,30,95,26,86,34,57,21,52,78,34,100,6,36,100,30,54,8,64,86,90,24,12,76,28,36,76,6,80,90,28,30,24
8,25,61,80,36,90,85,104,13,44,96,4,96,100,94,62,18,26,98,62,0,82,90,48,68,26,58,28,98,28,102,26,84,76
70,104,18,99,8,82,36,81,22,101,18,90,66,30,96,104,28,82,18,2,42,84,24,12,48,66,102,46,24,94,98,16,54,18
82,33,2,66,64,94,83,87,35,73,70,68,38,86,50,46,90,86,96,78,46,4,78,98,52,4,66,82,32,80,76,18,94,88
23,98,99,80,40,102,0,67,50,43,10,40,14,70,82,38,74,92,86,2,76,26,0,2,46,86,36,38,92,14,48,88,8,72
73,68,26,57,44,36,84,13,57,17,6,26,60,34,2,88,18,0,96,48,2,24,28,44,86,86,92,56,102,10,80,42,20,72
101,75,35,81,98,44,14,65,41,56,50,96,34,84,0,0,46,20,0,30,50,0,54,66,22,74,26,80,66,92,40,4,86,48
95,33,59,44,50,40,104,32,96,33,84,94,22,90,44,2,0,70,102,56,74,88,32,68,48,80,52,34,26,78,68,84,80,96
25,37,94,71,94,90,49,22,28,99,4,46,72,74,92,50,40,38,92,66,84,80,6,10,66,86,14,80,14,50,12,26,56,40
14,92,53,56,34,64,30,3,50,9,70,38,88,94,44,32,70,58,78,50,4,70,16,68,60,24,38,44,74,14,20,84,56,70
64,89,8,74,70,92,74,74,84,88,42,6,18,30,74,20,100,102,82,102,30,90,28,84,22,76,36,64,20,26,86,34,50,90
74,32,17,25,10,26,60,63,87,3,46,82,96,20,80,30,12,54,26,32,0,36,72,96,102,12,12,42,26,92,24,78,10,40
11,4,46,39,16,84,62,1,0,40,90,38,12,16,72,76,8,76,80,88,92,46,36,92,54,22,46,6,104,88,64,36,4,12
23,23,90,100,20,16,90,82,58,66,88,100,50,38,0,56,52,46,58,18,64,28,70,84,104,64,20,96,14,52,6,44,36,86
11,27,9,56,60,48,39,72,64,58,34,60,12,86,22,64,6,98,14,46,94,30,4,32,78,22,60,92,82,96,16,90,84,38
74,81,40,13,98,52,45,1,41,4,80,18,4,2,18,80,56,82,32,72,14,8,52,58,34,32,14,44,18,52,58,46,94,44
49,48,91,61,86,96,83,55,41,39,42,70,70,88,42,50,66,80,84,50,40,64,8,82,64,46,16,92,70,100,68,88,100,70
15,31,82,29,74,88,88,19,18,35,86,70,50,50,36,58,90,34,100,16,56,92,50,30,74,84,78,38,74,14,0,78,12,24
25,11,64,41,16,28,13,57,53,18,26,92,8,54,46,0,96,60,88,32,16,56,56,14,64,16,70,104,50,62,38,78,0,48
90,51,1,58,54,18,104,5,7,102,24,102,94,56,6,60,48,64,14,10,48,84,80,38,12,10,50,92,54,48,32,78,52,26
54,40,35,77,70,100,89,91,26,50,12,2,100,0,0,64,4,60,22,98,92,52,86,24,66,76,90,40,62,2,38,62,36,48
103,71,104,59,2,20,21,104,13,53,58,98,12,38,2,8,74,64,78,12,46,20,76,96,72,50,36,48,10,28,84,80,98,26
67,31,29,99,94,60,77,46,42,11,8,68,90,50,48,20,52,34,28,50,24,96,34,32,10,26,34,68,62,50,56,88,76,88
24,1,33,3,84,4,22,49,26,89,0,20,64,32,60,40,54,86,6,100,88,88,50,44,40,88,40,72,8,82,64,46,96,70
28,5,16,97,64,46,51,54,26,39,30,2,12,28,90,90,60,24,104,22,60,42,20,36,68,68,74,24,94,60,96,54,6,96
45,26,93,69,30,38,53,63,92,103,90,12,78,6,66,22,4,100,64,20,64,104,20,30,92,92,8,88,18,30,92,30,42,82
94,27,57,81,90,68,84,52,96,18,0,72,68,20,40,22,62,40,102,102,36,16,24,46,4,92,84,92,78,62,36,12,8,76
20,73,38,37,72,40,51,47,85,53,100,92,34,28,20,12,4,60,8,8,76,50,98,68,100,86,30,78,80,4,4,54,72,4
68,79,56,44,38,66,8,17,4,97,34,102,0,82,100,28,78,2,8,76,90,26,70,54,96,76,102,80,20,90,26,70,68,32
78,26,26,104,90,20,73,1,77,37,48,74,54,62,8,72,104,38,82,52,104,40,40,94,62,64,22,24,2,52,20,74,98,36
64,22,1,67,4,32,55,74,79,49,8,64,58,100,58,60,58,104,42,86,98,82,52,92,98,40,14,50,58,10,46,40,32,20
9,95,31,43,76,76,34,41,50,80,48,10,32,84,50,14,16,38,54,90,20,66,60,70,78,86,6,0,78,26,20,94,12,78
14,39,75,100,20,18,53,95,58,62,78,68,60,36,52,82,92,72,96,58,100,38,68,2,92,26,46,92,82,104,50,46,52,64
16,9,74,27,20,54,10,7,31,81,48,0,54,36,102,64,98,68,102,44,86,56,96,68,76,60,46,42,4,56,4,20,6,68
85,81,83,17,90,2,79,96,58,30,104,96,90,86,64,20,36,28,32,30,56,58,72,72,32,18,44,42,92,46,56,104,104,42
86,51,19,102,10,72,86,25,102,42,26,54,14,84,38,36,14,68,30,0,50,62,44,42,80,36,98,22,18,68,14,104,12,100
64,29,57,90,12,94,10,6,49,11,26,38,84,10,92,90,4,64,38,30,100,8,36,48,90,104,26,92,6,12,80,92,68,0
56,17,3,4,24,34,17,42,19,102,70,88,0,12,36,92,12,8,68,70,66,4,6,66,54,102,56,40,84,86,10,50,42,54
68,57,47,19,46,4,2,94,88,99,52,72,92,0,88,48,94,28,68,92,84,76,52,34,14,70,56,34,60,32,76,44,62,84
34,5,64,15,20,40,9,58,4,12,4,58,16,14,96,6,24,94,88,36,24,8,6,62,40,26,66,12,86,56,78,24,102,18
90,34,65,36,58,82,14,56,2,40,102,34,100,12,22,80,0,50,46,100,20,32,104,14,54,28,92,4,80,50,68,94,52,66
67,11,17,16,42,6,81,7,58,60,28,12,52,50,82,72,80,70,6,56,48,84,100,54,36,54,38,62,98,102,28,86,30,6
32,87,72,11,38,64,46,13,10,78,100,32,98,76,96,66,44,66,70,52,74,22,68,72,74,34,68,92,10,74,38,90,8,60
51,23,73,40,36,10,73,102,30,64,48,66,82,82,92,44,58,24,34,44,54,72,24,102,36,54,52,28,62,50,60,54,34,72
67,82,53,86,30,78,84,102,82,21,72,100,100,96,104,18,6,8,82,20,10,20,72,44,12,102,52,38,38,28,72,46,48,44
18,40,7,71,74,12,43,64,79,69,56,52,104,18,10,22,12,60,80,30,52,86,78,10,18,100,2,50,18,84,90,38,50,26
58,79,28,52,102,26,70,103,97,1,58,28,16,50,66,68,24,100,62,10,80,6,58,56,38,70,16,88,62,56,24,0,86,58
50,14,27,67,80,42,40,92,47,94,100,72,84,28,76,62,40,24,66,92,76,96,32,28,0,68,52,42,94,102,66,76,34,52
59,39,89,42,82,12,77,72,97,39,78,22,18,2,40,36,66,38,4,12,66,28,62,64,14,38,50,36,78,8,66,102,44,54
87,5,59,37,30,62,92,52,10,62,14,38,24,56,96,82,58,58,46,92,72,66,72,22,72,32,2,44,76,82,30,70,18,56
46,17,41,93,40,54,85,85,18,12,72,44,68,18,52,46,74,16,104,48,50,60,64,94,84,104,94,34,100,14,102,24,56,8
98,102,31,73,78,40,46,103,47,96,24,12,28,2,66,22,74,2,78,72,24,92,102,54,96,88,26,78,14,18,70,44,94,78
63,43,68,55,10,52,101,17,30,21,16,32,6,30,34,46,44,94,46,34,86,90,90,24,22,46,84,92,22,16,90,88,50,100
3,7,2,42,28,64,70,67,1,55,16,18,66,10,12,96,90,12,100,74,30,16,6,12,18,32,94,2,40,62,66,6,78,104
51,30,24,10,100,84,12,20,32,32,104,94,68,46,42,30,62,74,66,2,16,74,82,74,84,38,60,16,64,44,68,24,8,30
28,49,32,74,68,102,95,79,79,93,54,38,72,80,102,6,64,60,56,94,6,24,12,20,102,48,102,38,66,100,66,50,22,78
30,31,26,42,74,78,68,17,20,81,50,40,12,50,90,58,50,46,50,56,44,24,86,4,92,14,48,82,26,90,58,80,12,90
87,48,97,13,44,42,96,91,4,79,8,96,72,104,68,28,80,24,78,44,62,24,6,84,28,34,36,46,20,44,34,44,50,12
28,84,65,50,50,82,79,62,74,60,32,80,2,20,102,78,28,0,26,70,38,56,62,66,52,4,104,104,68,38,26,28,24,88
104,1,74,25,62,60,36,53,80,61,24,100,98,104,90,36,56,64,10,24,84,30,6,88,20,14,26,76,0,64,60,24,76,12
47,21,16,20,26,42,47,4,25,0,102,48,76,34,44,28,12,38,98,56,50,20,46,60,64,10,84,98,22,54,24,104,44,90
0,37,84,43,26,14,83,104,27,80,50,28,86,24,90,38,70,50,52,82,2,40,32,10,38,2,34,98,88,8,90,52,96,74
18,45,88,81,82,38,83,89,42,99,2,48,14,48,102,40,12,26,54,82,16,90,22,78,84,20,52,48,62,14,30,70,6,104
101,97,54,104,50,70,6,7,75,59,60,92,32,8,18,30,6,52,90,90,104,26,2,22,70,88,12,10,80,20,18,50,12,80
66,63,49,77,68,18,52,64,76,101,30,50,68,38,56,10,4,46,40,66,20,98,72,26,26,62,64,54,86,74,96,18,102,10
30,94,62,31,30,8,100,2,47,81,48,88,86,54,12,66,38,12,84,84,88,50,26,72,68,50,62,38,48,80,76,56,18,70
54,40,81,45,16,92,99,97,52,8,56,10,20,40,100,98,48,38,18,42,84,40,24,50,44,14,20,54,2,72,46,16,22,36
2,47,84,40,28,48,14,34,50,21,58,70,104,12,26,104,88,52,102,26,58,60,58,18,88,70,6,70,38,16,58,18,14,78
83,84,96,46,100,58,46,14,69,69,28,2,34,38,6,66,76,10,68,36,32,84,92,58,72,100,82,70,4,30,46,62,52,94
45,23,2,35,46,48,99,12,1,104,92,30,28,32,92,62,84,68,10,82,68,78,72,46,10,40,22,8,26,44,62,32,92,72
62,52,80,69,92,32,51,1,3,101,16,18,64,88,94,4,72,18,76,12,72,40,62,86,50,58,92,40,36,64,20,14,48,92
70,55,58,89,88,14,17,37,46,50,6,70,64,76,96,0,36,52,84,18,28,66,74,48,36,18,34,28,56,52,22,40,6,104
60,32,9,98,24,50,64,68,15,97,0,20,34,0,98,88,62,62,48,46,74,40,60,62,86,104,46,0,22,58,54,10,70,0
100,101,42,66,8,20,93,30,100,60,50,50,6,64,82,16,48,50,86,104,46,98,0,2,50,40,74,32,94,74,22,26,28,70
92,13,70,7,28,58,14,44,49,22,28,64,36,60,26,90,34,92,32,34,12,54,34,92,28,58,2,70,60,102,72,12,74,14
31,94,91,68,80,40,47,57,76,44,40,30,54,100,34,8,68,48,42,58,56,38,92,34,60,22,24,92,36,82,76,52,34,78
100,36,75,93,72,60,68,75,2,71,94,66,60,32,2,86,40,78,2,84,28,64,100,72,84,96,46,24,92,48,54,88,22,32
87,60,54,79,10,62,21,31,98,32,60,56,96,10,76,52,98,78,84,28,30,30,12,36,4,74,72,72,40,16,26,24,16,26
28,55,75,50,84,30,79,73,14,49,96,104,60,98,94,82,104,72,62,78,76,46,76,46,98,96,20,70,14,34,36,94,54,92
71,18,30,84,36,26,79,44,62,86,36,12,98,84,52,72,52,58,38,18,62,44,22,102,34,28,20,50,26,14,32,0,78,74
74,20,3,101,76,8,52,1,97,84,66,46,34,18,92,92,100,96,52,104,20,66,4,16,38,94,80,92,56,18,44,32,6,52
14,91,6,40,62,20,81,42,70,89,6,66,80,46,20,76,24,60,2,8,12,34,4,24,74,36,2,32,58,0,74,28,82,34
19,4,28,23,98,94,77,61,91,8,10,98,16,34,84,68,52,38,26,82,16,90,100,54,66,44,10,60,68,54,56,88,56,58
29,0,62,91,74,68,46,91,7,64,42,58,14,84,68,72,24,4,20,34,36,72,36,68,58,98,16,60,74,32,88,2,62,46
10,54,91,7,60,84,85,81,55,69,100,68,12,16,94,18,68,2,10,16,64,100,40,56,88,100,42,2,80,96,42,22,66,12
35,62,92,90,10,66,100,66,45,69,46,72,48,38,98,94,52,58,82,72,16,66,96,60,30,74,64,82,2,82,102,84,24,62
49,1,92,9,22,86,18,37,76,26,18,50,4,6,2,58,64,54,70,8,98,16,10,60,96,18,14,96,102,24,74,46,76,24
67,80,47,49,82,48,61,8,101,13,2,84,86,0,10,78,8,20,30,60,60,40,0,54,70,32,52,28,28,54,46,4,68,22
68,5,0,57,44,90,15,98,50,85,46,34,54,68,30,68,100,44,4,28,92,20,22,70,28,42,50,50,42,100,22,90,74,58
12,9,8,12,84,8,94,19,95,18,86,86,26,66,32,46,42,44,16,48,66,32,58,4,28,102,58,30,86,36,6,6,56,16
53,82,32,33,82,16,84,88,40,99,80,24,34,72,48,76,48,100,22,60,32,74,10,20,78,26,48,18,10,92,46,22,34,14
2,56,15,56,60,76,52,2,74,62,94,16,98,34,20,18,62,84,84,64,32,58,0,6,22,62,60,88,56,32,52,10,20,14
8,17,14,97,20,42,46,89,27,11,0,38,12,36,28,102,2,48,76,2,92,32,56,96,50,88,38,98,42,64,20,24,88,6
84,85,85,70,56,100,86,69,100,7,62,54,16,44,82,66,34,66,2,46,80,32,62,12,14,68,40,86,22,90,84,48,102,0
26,55,100,47,40,102,67,80,46,56,28,82,86,34,84,32,34,80,12,58,80,26,14,44,4,66,74,44,88,84,34,20,24,2
62,30,82,59,44,74,52,47,38,74,84,58,42,104,92,100,78,60,62,104,28,68,36,8,50,50,64,86,74,0,90,36,70,68
25,39,82,7,30,74,75,84,87,11,14,30,18,54,92,48,36,46,86,0,66,70,6,96,100,52,44,42,74,22,28,76,90,32
47,70,49,17,4,8,42,88,76,36,70,44,34,92,58,104,76,16,38,12,34,78,64,60,64,8,72,58,90,4,38,26,78,36
41,93,35,76,38,52,23,96,40,0,70,14,50,72,76,76,12,72,14,6,20,96,14,104,82,64,52,50,48,42,10,64,52,92
73,4,40,25,100,10,68,33,66,75,92,34,92,82,100,44,72,28,24,30,80,72,22,88,44,26,12,20,68,10,64,64,22,40
11,104,58,59,82,2,70,33,48,6,50,34,32,58,88,50,72,2,24,66,72,82,88,88,102,24,34,30,86,44,22,86,48,92
15,9,81,42,80,42,30,41,94,33,68,46,44,30,62,28,88,8,76,54,70,40,46,84,84,84,82,68,76,4,60,30,54,22
36,7,38,45,52,14,18,20,3,25,72,54,36,92,26,64,20,90,40,20,68,96,78,78,72,84,82,12,58,88,6,96,42,58
104,31,8,55,46,68,65,5,94,73,14,62,30,104,32,24,80,30,52,22,22,84,104,100,16,84,70,56,72,20,12,12,82,82
37,25,18,61,44,2,28,20,66,46,70,58,2,36,84,50,14,32,42,42,84,44,0,34,18,88,6,6,14,68,64,64,90,28
42,52,84,17,72,52,62,3,24,76,70,44,82,104,38,44,64,52,22,36,10,18,100,86,16,98,68,26,16,38,56,32,60,10
51,36,73,0,20,102,6,86,36,86,104,70,30,6,4,40,38,10,76,46,22,90,64,28,64,46,74,2,100,60,56,58,18,94
38,95,1,47,36,64,65,93,2,44,26,94,92,34,94,42,22,66,74,8,100,20,50,54,38,20,2,16,40,52,4,30,92,46
84,98,95,59,2,4,34,57,15,21,50,84,20,90,40,28,56,38,28,14,16,66,48,10,38,40,102,26,104,16,0,8,102,0
21,0,77,36,26,50,10,16,78,42,102,86,100,24,32,46,36,102,44,94,62,36,52,72,84,26,0,14,102,60,104,86,64,96
4,52,71,104,54,28,28,78,31,67,74,26,62,66,88,96,8,10,104,68,96,30,38,102,88,36,18,0,38,94,48,36,56,42
9,93,51,10,80,90,92,15,92,12,34,62,58,24,94,36,58,90,38,66,32,20,88,56,4,18,2,36,58,64,76,42,40,72
61,62,6,93,16,44,82,0,37,67,48,70,22,0,98,36,6,34,98,28,42,76,102,22,36,12,74,6,104,40,82,8,80,82
46,48,24,69,20,38,19,17,36,81,58,30,42,50,10,48,58,100,38,30,0,14,24,2,4,70,16,92,64,14,18,50,18,70
36,41,82,23,84,88,77,46,65,25,86,72,58,66,14,2,8,94,22,82,88,72,18,68,0,62,94,44,18,56,30,74,42,44
20,59,34,41,20,38,52,96,54,81,50,82,40,24,42,30,4,10,58,42,32,84,90,104,26,44,72,0,2,96,8,24,12,80
58,60,49,37,94,28,42,47,102,72,44,82,58,56,54,104,54,52,54,8,72,10,2,86,26,74,58,26,50,38,62,104,74,104
23,14,47,45,20,74,14,104,92,80,92,6,20,76,80,74,86,14,64,4,100,90,76,56,78,10,48,40,96,38,36,64,44,96
51,55,99,43,16,58,56,75,55,14,42,56,40,70,28,76,64,50,62,70,34,42,12,74,6,80,72,6,28,12,104,68,88,96
13,77,32,26,74,78,91,18,90,36,2,98,60,10,52,26,38,36,92,18,62,32,38,24,48,52,56,70,102,30,0,40,50,86
10,12,70,4,38,56,19,103,67,93,8,0,4,16,4,70,28,86,52,96,76,40,6,60,20,6,72,32,0,18,6,44,102,70
4,95,50,30,68,36,18,2,91,98,42,64,38,2,68,4,74,82,4,40,66,58,56,70,26,16,64,64,72,0,98,34,98,4
88,25,93,102,54,74,9,100,58,99,10,52,28,40,54,74,60,26,14,44,34,100,40,84,28,8,32,40,50,22,58,92,66,26
76,14,4,39,102,100,101,66,41,37,42,22,34,34,30,14,46,40,78,50,70,90,12,84,84,62,62,72,98,2,48,4,20,14
14,28,7,67,72,40,84,6,68,51,56,58,60,74,14,74,4,70,104,50,92,2,104,54,94,32,66,98,104,76,72,38,74,50
18,9,66,43,84,90,76,8,104,31,92,4,56,24,66,24,74,14,62,58,92,100,54,12,40,0,36,78,6,48,8,14,96,38
8,2,79,36,18,8,21,16,73,34,20,94,76,10,38,80,28,88,24,32,44,104,104,4,102,10,66,100,0,86,60,50,32,38
33,2,20,70,20,70,84,102,62,3,6,0,24,14,34,0,72,48,92,52,60,84,60,16,68,90,24,76,98,52,66,54,50,56
75,2,89,83,34,40,53,86,48,102,102,8,2,12,74,70,2,26,24,26,76,48,58,94,26,72,20,30,102,58,4,96,88,58
13,95,23,87,84,84,39,75,97,83,22,64,62,54,50,84,80,54,34,22,94,52,12,70,98,82,34,44,40,68,84,80,78,94
15,64,56,43,8,4,58,50,21,59,62,10,84,62,6,58,86,0,18,64,84,100,90,2,82,82,94,36,104,96,16,94,0,34
88,58,76,93,20,10,32,63,71,1,24,36,4,62,66,10,90,4,44,34,78,84,98,86,16,68,6,26,54,2,72,78,22,60
38,88,31,11,84,54,100,45,22,18,104,22,28,2,16,12,22,66,8,42,56,16,34,104,104,12,44,26,100,50,82,82,0,30
76,46,70,20,54,44,40,37,31,11,60,66,92,34,72,30,80,104,88,54,34,16,88,16,60,74,88,46,42,6,56,30,44,28
94,12,36,15,48,64,43,99,58,60,52,2,26,98,16,66,104,36,36,52,86,68,42,82,46,2,34,92,6,18,0,84,14,16
67,57,65,49,70,26,6,57,15,67,82,24,84,8,58,24,74,22,28,84,16,46,2,82,42,76,34,40,4,44,104,20,66,82
38,27,67,0,76,24,21,44,70,57,92,84,70,40,66,18,68,14,94,88,90,50,78,6,28,8,94,36,20,88,90,40,104,90
0,8,98,60,72,8,76,93,6,51,54,22,54,14,2,26,64,26,36,70,8,6,10,76,42,62,0,66,56,6,90,46,44,2
1,104,58,85,42,12,36,51,30,3,104,86,98,28,66,74,48,46,78,86,102,86,0,20,84,32,4,102,26,56,60,10,14,22
87,16,11,16,50,98,68,94,71,44,20,50,68,14,46,26,0,84,68,34,84,10,94,66,70,8,86,96,36,14,86,76,66,32
44,9,57,23,2,78,15,65,11,23,68,66,10,12,64,26,10,64,44,36,100,90,60,18,84,26,20,48,84,10,102,40,78,18
69,24,94,29,68,48,90,30,83,84,92,22,38,28,42,98,28,8,54,20,54,96,48,58,30,12,50,70,90,84,86,36,96,68
14,82,96,68,68,62,72,44,87,75,8,28,48,46,76,80,76,4,66,82,60,36,40,76,78,60,50,80,60,20,66,24,102,12
89,18,91,45,64,16,19,98,37,67,104,32,98,78,68,10,8,76,28,88,46,44,76,58,8,4,86,72,10,18,30,60,88,10
75,39,72,17,98,94,81,12,56,23,0,90,30,36,40,74,76,12,26,8,54,26,52,74,96,78,80,38,54,90,68,42,50,16
8,23,54,39,92,88,29,49,20,98,20,38,88,90,22,0,78,70,10,48,64,62,6,50,66,88,6,58,82,32,14,26,84,0
62,63,98,27,50,20,48,87,79,87,100,88,2,42,72,74,32,8,14,0,58,102,12,0,42,50,90,28,80,26,20,16,82,42
72,39,51,1,52,84,99,84,53,90,104,84,6,88,4,90,32,56,48,2,52,32,50,76,76,66,82,56,44,72,0,30,90,66
99,88,104,98,18,74,94,69,1,50,64,42,58,82,74,18,70,42,54,102,90,52,102,68,30,20,58,0,92,78,12,56,32,24
16,12,27,30,66,54,79,64,49,94,78,66,28,102,38,50,68,74,38,76,2,4,30,26,88,20,80,82,22,18,14,36,68,6
43,61,78,74,10,32,84,8,31,31,32,0,30,14,52,86,68,42,104,96,12,0,58,12,84,60,52,84,4,80,28,20,94,90
1,78,60,40,80,76,79,39,42,63,78,104,94,42,80,76,32,104,76,78,96,38,86,18,30,48,90,50,36,30,10,58,66,60
9,62,76,68,94,64,42,81,38,34,68,80,104,76,4,52,10,54,78,34,50,102,64,104,12,6,74,22,68,32,72,92,10,26
6,5,18,94,54,8,104,43,5,0,66,46,90,44,104,100,14,0,24,8,8,8,16,4,74,0,80,20,4,40,18,80,18,0
15,21,62,43,66,80,66,90,62,59,10,20,18,24,24,80,58,96,2,20,78,86,50,8,66,54,12,8,74,44,62,92,104,18
21,74,9,77,34,56,72,71,74,71,12,16,26,44,100,78,46,78,28,90,52,2,36,70,62,30,58,68,54,100,38,90,2,6
19,68,51,24,86,34,96,10,78,36,56,0,52,68,56,22,54,92,96,100,32,10,104,54,38,66,0,82,40,88,64,32,74,66
92,75,96,27,58,32,96,12,92,47,62,6,66,50,12,80,34,4,44,84,80,76,64,70,0,6,96,28,16,64,72,0,90,102
98,10,30,26,8,102,3,60,103,83,66,12,0,42,40,12,104,100,92,2,10,46,12,10,6,46,86,28,22,46,52,70,58,92
41,56,55,5,84,58,8,101,93,31,84,30,76,44,102,20,30,42,6,0,90,92,68,12,32,86,54,16,50,98,102,34,72,46
6,50,60,100,24,70,15,38,78,7,6,82,70,72,40,6,42,34,80,62,60,76,10,4,70,78,74,6,70,2,100,0,50,44
13,42,60,37,90,72,54,96,57,72,90,68,90,86,0,32,2,24,46,28,26,6,76,48,14,98,82,100,58,46,10,82,98,8
31,18,60,38,32,46,35,0,23,64,88,48,62,90,74,80,96,38,44,76,4,32,20,42,42,12,12,28,6,58,102,66,26,34
